age,overall_rating,potential,wage,international_reputation(1-5),skill_moves(1-5),release_clause_euro,club_rating,contract_end_year,national_rating,crossing,finishing,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,reactions,shot_power,stamina,long_shots,positioning,vision,penalties,composure,traits,body_type_Normal,body_type_Stocky,preferred_foot_Right
33,68,68,0.015957446808510637,1,2,0.004349035485480403,71,19,0.0,71,49,67,54,62,71,69,66,67,65,74,75,68,59,59,61,71,2,1,0,0
26,75,76,0.02127659574468085,1,3,0.0047993924596113685,72,19,0.0,71,59,77,68,75,74,80,76,78,72,84,75,81,63,75,68,70,5,1,0,1
29,70,72,0.0,1,1,0.014512974254592978,68,21,0.0,16,14,34,14,20,18,12,35,22,52,21,26,13,13,43,22,34,1,0,0,1
27,70,70,0.015957446808510637,1,3,0.01583755359027229,71,21,0.0,68,59,72,67,73,65,73,66,71,68,54,47,65,68,76,71,71,0,0,0,0
34,69,69,0.0035460992907801418,1,2,0.0022871069862729428,67,19,0.0,65,53,66,69,58,68,74,63,66,72,70,68,74,52,58,68,69,3,1,0,1
21,57,69,0.0035460992907801418,1,2,0.0047993924596113685,66,19,0.0,53,41,52,35,56,45,41,53,58,54,47,58,31,49,57,41,57,0,1,0,1
26,60,63,0.0,1,1,0.0011567992864932645,65,19,0.0,12,15,23,16,18,19,16,24,24,50,25,43,17,11,25,21,31,0,1,0,1
24,66,72,0.015957446808510637,1,3,0.007890077576196426,69,21,0.0,58,55,69,48,75,48,52,65,68,59,60,63,59,55,60,50,60,0,0,0,1
27,75,76,0.09219858156028368,2,4,0.0047993924596113685,75,19,78.0,68,73,71,73,75,71,75,65,76,72,76,77,69,75,68,73,76,3,1,0,1
18,59,70,0.0017730496453900709,1,2,0.0020398521769461383,71,21,0.0,51,44,78,47,58,56,49,65,62,50,53,40,37,40,57,56,58,0,0,0,1
27,68,69,0.005319148936170213,1,3,0.007007024685743553,71,20,0.0,68,64,69,65,74,67,65,69,75,67,72,69,71,65,67,63,70,2,0,1,0
34,65,65,0.0070921985815602835,1,2,0.001642478376242345,63,19,0.0,35,32,53,24,32,26,31,45,49,51,50,51,31,30,35,57,48,2,0,0,1
22,71,81,0.005319148936170213,1,3,0.033057084954103325,67,21,0.0,71,69,72,72,69,69,64,69,72,59,72,75,67,55,70,67,66,2,0,0,1
26,53,57,0.0,1,2,0.0002958227183017127,63,20,0.0,36,20,44,26,29,29,28,32,34,45,32,62,24,20,31,36,55,0,1,0,0
24,79,83,0.044326241134751775,1,2,0.10988268642350334,77,21,0.0,43,33,75,35,57,35,35,68,67,76,60,70,31,41,57,41,71,0,1,0,0
19,56,70,0.0,1,2,0.0015983257317197014,62,21,0.0,31,54,46,41,53,43,28,28,54,52,55,66,50,50,45,44,47,0,1,0,0
28,65,65,0.0035460992907801418,1,1,0.0047993924596113685,68,19,0.0,13,14,47,11,20,13,14,56,19,61,14,39,18,15,62,14,49,3,1,0,1
28,66,66,0.0035460992907801418,1,3,0.004357866014384932,69,23,0.0,56,63,69,44,68,76,64,63,69,66,79,55,80,70,67,42,68,3,1,0,1
22,76,82,0.08687943262411348,1,3,0.0047993924596113685,74,19,0.0,64,37,74,40,65,53,35,70,67,73,51,70,42,50,55,40,68,1,0,0,1
28,76,76,0.051418439716312055,1,3,0.05999019811291597,77,22,0.0,42,73,74,73,78,71,53,59,76,78,70,71,69,77,78,68,77,1,0,0,1
31,65,65,0.0017730496453900709,1,2,0.002649158671358621,68,19,0.0,58,15,66,30,60,34,52,57,60,59,42,79,13,25,39,38,64,3,1,0,0
22,64,75,0.005319148936170213,1,2,0.0047993924596113685,67,19,0.0,35,68,59,59,59,45,50,37,58,62,62,53,60,64,41,59,57,0,1,0,1
23,73,78,0.0070921985815602835,1,3,0.05292577498929298,70,23,0.0,68,56,72,48,76,67,68,70,75,72,72,74,70,67,75,74,70,4,0,0,1
31,79,79,0.10460992907801418,2,2,0.07146988568880333,79,21,0.0,36,48,70,42,51,39,41,74,65,70,76,85,30,39,57,51,71,4,1,0,1
21,65,78,0.014184397163120567,1,2,0.01009770980232861,79,22,0.0,63,35,60,34,60,49,40,52,59,56,39,59,33,55,40,49,54,0,0,0,0
26,73,74,0.03723404255319149,1,3,0.04144608741340563,72,21,0.0,65,71,64,60,76,51,52,49,73,66,72,74,66,76,66,53,68,1,0,1,1
25,63,68,0.0,1,1,0.002839015042805989,69,19,0.0,14,17,26,13,18,17,17,27,22,61,20,20,14,17,20,20,58,0,1,0,1
24,75,82,0.06914893617021277,1,3,0.08824789060740793,75,21,0.0,60,74,67,69,64,52,41,59,70,71,78,66,65,76,61,65,67,2,1,0,1
32,63,63,0.0035460992907801418,1,2,0.0047993924596113685,66,19,0.0,58,39,56,42,57,33,37,52,58,60,33,65,39,40,36,37,65,0,1,0,1
19,53,63,0.0,1,1,0.0003929585362515288,63,21,0.0,15,8,17,12,13,14,16,15,15,43,24,13,12,12,49,19,33,0,1,0,1
30,63,63,0.0,1,2,0.001929470565639529,68,19,0.0,32,28,49,24,32,28,31,40,35,50,52,62,24,30,27,39,54,0,1,0,1
24,61,65,0.0,1,3,0.00227386119291615,61,19,0.0,33,60,44,43,65,38,31,31,64,47,54,67,52,61,45,55,55,2,0,0,1
22,63,70,0.0017730496453900709,1,2,0.0047993924596113685,69,19,0.0,30,29,50,20,42,22,27,41,47,53,50,62,33,22,29,32,58,0,1,0,0
36,68,68,0.0017730496453900709,1,1,0.0007638407502417357,68,20,0.0,23,12,29,15,11,13,12,26,17,67,24,43,13,12,30,23,49,1,1,0,1
19,61,79,0.0,1,3,0.0047993924596113685,63,21,0.0,51,40,70,37,60,50,49,65,64,60,62,50,41,37,58,64,43,0,1,0,0
33,72,72,0.015957446808510637,1,3,0.012746868473687232,67,23,0.0,65,54,73,61,64,64,60,69,74,70,72,83,73,50,76,64,74,4,0,1,1
23,77,82,0.07092198581560284,2,3,0.10016910462852173,76,21,0.0,66,63,79,60,75,69,70,74,79,75,84,81,76,66,74,51,69,1,1,0,1
19,54,74,0.0,1,2,0.0017661057809057474,67,23,0.0,51,42,53,48,59,47,41,51,55,39,50,52,42,39,50,57,50,0,0,0,1
26,65,68,0.005319148936170213,1,3,0.005240918904837805,62,19,0.0,63,63,67,55,70,46,41,65,68,56,63,78,51,65,66,44,68,2,0,0,0
23,58,65,0.0017730496453900709,1,2,0.0009051292127141955,64,21,0.0,56,48,46,52,57,48,37,33,53,62,54,66,43,53,51,52,51,1,0,0,1
29,70,70,0.008865248226950355,1,3,0.01009770980232861,68,21,0.0,60,67,69,65,70,55,58,64,70,68,66,78,56,77,68,59,65,3,1,0,1
21,68,79,0.0035460992907801418,1,3,0.012305342028460795,73,19,0.0,67,61,59,54,75,66,48,42,71,61,62,63,55,65,63,59,54,2,0,0,1
18,52,63,0.0,1,1,0.00032672956946756327,63,19,0.0,12,6,28,7,12,13,13,27,16,44,20,35,5,4,23,10,36,0,1,0,1
31,76,76,0.06028368794326241,2,3,0.056457986551104476,78,19,73.0,49,80,72,68,69,58,42,48,75,76,82,65,64,78,65,76,75,2,1,0,1
22,70,76,0.0070921985815602835,1,4,0.017603659371178037,68,22,0.0,67,69,64,65,73,61,43,62,74,64,72,70,66,63,63,41,64,1,1,0,1
27,74,75,0.01773049645390071,1,2,0.03349861139932976,70,21,0.0,35,38,66,30,51,45,55,68,52,70,63,62,43,23,44,43,63,1,1,0,1
23,68,74,0.0017730496453900709,1,3,0.0047993924596113685,72,19,0.0,59,56,63,33,71,59,52,58,63,55,64,82,51,64,61,37,64,1,0,0,0
27,76,76,0.0425531914893617,2,4,0.05822409233201022,68,21,0.0,77,69,77,70,76,75,79,76,79,72,71,67,72,72,75,72,71,4,1,0,0
26,62,65,0.0017730496453900709,1,2,0.0022032169616799198,69,20,0.0,56,32,53,26,66,39,39,34,57,61,31,65,32,48,47,40,56,0,1,0,0
28,73,74,0.06205673758865248,1,2,0.033057084954103325,77,21,74.0,38,29,60,26,53,38,32,55,58,66,56,66,27,48,50,32,66,0,1,0,1
20,66,76,0.0017730496453900709,1,4,0.0074485511309699895,67,21,0.0,56,61,65,62,73,74,55,49,74,55,68,66,70,58,62,60,68,2,1,0,0
27,67,68,0.02127659574468085,1,3,0.0047993924596113685,71,19,0.0,70,45,68,51,70,67,40,64,70,65,73,56,68,62,56,48,69,2,0,0,0
18,61,81,0.0017730496453900709,1,3,0.005682445350064242,73,20,0.0,60,58,52,51,67,62,43,43,64,49,65,60,56,59,46,54,54,0,1,0,0
21,54,66,0.0,1,2,0.0007108575768145633,65,20,0.0,35,52,45,35,49,43,35,43,48,49,56,60,48,57,50,42,40,0,0,0,1
24,74,80,0.02304964539007092,1,1,0.04630287831089643,75,23,0.0,20,18,31,15,16,16,12,24,20,59,18,35,14,19,48,25,67,0,0,1,1
28,68,68,0.010638297872340425,1,3,0.0047993924596113685,70,19,0.0,66,39,64,36,65,55,42,55,66,66,49,81,43,56,58,40,64,1,1,0,0
26,57,61,0.0,1,2,0.0006578744033873909,69,23,0.0,45,31,55,31,54,39,38,54,55,48,53,57,40,46,46,38,41,0,0,0,1
24,61,65,0.0,1,2,0.0018897331855691497,71,23,0.0,59,39,65,45,56,54,51,58,58,58,46,67,43,42,53,43,59,0,0,0,1
27,66,69,0.0017730496453900709,1,2,0.005240918904837805,66,21,0.0,34,39,56,24,44,34,21,45,45,58,43,60,39,21,34,44,49,0,1,0,1
28,73,73,0.06205673758865248,2,3,0.0047993924596113685,71,19,0.0,73,70,73,69,75,73,76,74,76,72,74,65,65,73,76,66,69,0,1,0,1
28,77,77,0.12943262411347517,2,3,0.06308088322950103,79,20,0.0,68,55,79,61,74,64,64,77,74,71,67,65,64,63,72,60,74,1,1,0,1
24,72,76,0.01950354609929078,1,3,0.02820029405661252,71,22,0.0,65,70,72,70,71,74,68,70,75,70,72,67,74,70,72,71,74,2,1,0,0
32,67,67,0.0035460992907801418,1,2,0.0038854327179926444,70,19,0.0,52,34,62,29,55,43,62,61,62,63,74,75,63,60,64,39,62,0,1,0,1
19,57,77,0.0017730496453900709,1,2,0.0021237422015391613,71,19,0.0,48,42,68,39,57,44,42,57,58,51,49,56,45,36,45,46,47,0,0,1,1
20,77,88,0.030141843971631204,1,2,0.10899963353305046,79,21,0.0,47,39,72,21,59,32,28,66,64,67,44,61,24,35,56,39,68,0,0,1,1
28,63,63,0.0,1,3,0.002013360590232552,64,19,0.0,51,62,57,61,68,55,54,34,64,48,59,62,59,62,47,63,58,1,0,0,1
29,62,62,0.0017730496453900709,1,2,0.0015453425582925289,66,19,0.0,62,31,66,30,58,63,59,61,61,65,22,82,40,57,55,57,61,0,1,0,1
33,74,74,0.030141843971631204,1,2,0.014071447809366542,76,20,0.0,55,48,64,53,56,73,68,66,62,70,70,67,60,45,59,66,71,1,1,0,1
33,77,77,0.040780141843971635,2,4,0.06484698901040678,77,20,0.0,75,76,76,61,82,80,79,74,80,79,64,54,80,75,76,75,69,3,0,0,1
22,75,87,0.024822695035460994,1,1,0.07985888814810563,76,21,0.0,13,16,29,18,19,12,12,19,18,60,23,25,19,9,30,22,56,0,1,0,1
25,77,80,0.047872340425531915,1,4,0.10016910462852173,75,21,0.0,78,70,79,63,75,75,78,75,77,78,77,77,76,74,76,76,76,1,0,0,1
19,58,71,0.0,1,3,0.0015983257317197014,65,21,0.0,51,34,55,32,54,37,29,49,57,54,38,62,31,56,47,32,48,0,1,0,0
21,58,72,0.0017730496453900709,1,2,0.0022871069862729428,70,21,0.0,50,30,50,29,61,38,34,26,51,55,31,55,28,45,37,39,39,0,0,1,0
31,72,72,0.024822695035460994,1,3,0.01848671226163091,69,22,0.0,64,71,62,69,65,62,71,57,69,75,81,68,69,71,61,66,66,2,0,1,1
22,63,70,0.01950354609929078,1,2,0.0038854327179926444,82,19,0.0,58,36,60,37,63,48,44,58,62,55,55,64,58,53,50,34,52,1,0,0,0
31,67,67,0.02127659574468085,1,3,0.0047993924596113685,68,19,0.0,65,56,73,60,68,54,60,65,71,64,60,74,62,65,64,60,68,0,0,0,0
23,64,72,0.0017730496453900709,1,2,0.004132687527319449,66,20,0.0,65,45,65,40,63,40,49,60,63,58,59,82,55,59,60,46,60,0,1,0,0
34,60,60,0.0,1,3,0.0007770865435985288,64,19,0.0,62,45,59,51,63,62,45,55,62,48,52,57,44,51,53,53,59,2,1,0,0
32,73,73,0.01773049645390071,1,3,0.01981129159731022,65,22,0.0,68,68,66,65,75,70,73,65,71,62,84,72,74,65,66,67,55,6,0,1,1
24,68,73,0.005319148936170213,1,3,0.009214656911875736,69,21,0.0,65,66,65,60,73,51,63,63,67,60,70,79,64,54,55,67,50,0,1,0,1
25,72,77,0.0070921985815602835,1,3,0.023785029604348154,67,23,0.0,52,57,76,48,63,39,48,74,66,69,75,84,74,73,76,47,66,2,1,0,1
27,75,75,0.031914893617021274,2,4,0.06793767412699184,74,22,0.0,76,70,72,62,79,77,78,66,80,70,77,66,65,69,73,51,74,1,0,0,0
22,58,67,0.0017730496453900709,1,2,0.0020177758546848163,68,22,0.0,56,57,60,45,58,59,53,62,62,53,53,59,50,57,54,54,47,0,0,0,1
27,68,71,0.012411347517730497,1,3,0.007007024685743553,73,20,70.0,61,55,66,58,66,59,64,66,65,51,72,69,65,62,62,62,66,0,1,0,1
30,65,65,0.0,1,2,0.0026800655225244717,60,20,0.0,64,38,60,54,62,60,55,51,59,55,56,88,38,69,58,45,59,2,1,0,1
19,57,73,0.0035460992907801418,1,2,0.00206192849920746,77,19,0.0,32,29,42,33,34,30,36,35,40,52,49,64,28,30,34,48,44,0,0,0,1
20,59,71,0.0,1,3,0.0016733852274081957,65,21,0.0,58,45,62,37,60,43,39,57,61,48,58,66,50,58,58,47,52,1,0,0,1
30,71,71,0.008865248226950355,1,2,0.010539236247555048,69,20,0.0,48,22,63,56,33,45,23,58,59,71,39,84,55,31,63,33,59,0,1,0,1
25,67,71,0.0017730496453900709,1,3,0.0047993924596113685,67,21,0.0,67,39,64,58,63,60,41,52,65,61,56,76,35,60,65,60,64,1,0,0,0
28,77,78,0.031914893617021274,1,1,0.06705462123653896,77,21,0.0,11,16,14,14,17,15,14,13,15,69,17,31,17,14,42,25,57,0,1,0,1
31,73,73,0.010638297872340425,1,3,0.017603659371178037,69,19,0.0,59,46,76,56,67,66,54,66,69,73,68,88,53,58,63,66,66,2,1,0,1
19,53,69,0.0,1,2,0.0009492818572368392,65,20,0.0,28,22,40,25,24,34,25,30,32,42,37,55,22,28,33,29,39,0,1,0,1
28,72,72,0.031914893617021274,1,3,0.021577397378215967,73,19,77.0,65,42,71,52,70,61,48,67,69,72,63,79,40,68,57,56,71,1,1,0,0
28,77,77,0.04964539007092199,2,3,0.0674961476817654,77,21,75.0,71,68,78,65,75,78,69,75,78,74,76,91,76,72,73,76,79,2,0,0,1
22,64,74,0.0017730496453900709,1,2,0.0047993924596113685,67,19,0.0,26,16,57,26,22,23,22,27,56,61,35,67,24,25,31,35,50,0,0,0,1
18,60,74,0.0,1,2,0.00321431252124846,65,20,0.0,35,36,57,31,60,31,31,55,57,55,40,75,29,38,42,37,49,0,1,0,1
35,62,62,0.0035460992907801418,1,2,0.0006004759655079541,65,19,0.0,57,57,62,35,60,40,38,59,62,58,49,64,52,48,55,44,66,0,1,0,1
33,66,66,0.0,1,2,0.0014923593848653566,64,19,0.0,61,51,61,63,64,46,58,53,59,61,67,65,40,41,58,59,59,0,0,0,0
18,50,67,0.0,1,2,0.00046801803194002306,65,21,0.0,31,23,20,24,53,30,51,26,39,52,28,61,22,41,37,32,33,0,1,0,0
17,56,80,0.0,1,1,0.0019206400367350002,71,21,0.0,10,8,26,6,8,13,10,22,16,39,19,18,7,6,22,10,40,0,0,1,1
33,63,63,0.0017730496453900709,1,1,0.0011038161130660922,64,23,0.0,12,13,15,17,14,12,13,28,19,55,23,30,12,15,51,22,56,2,1,0,1
23,80,87,0.15602836879432624,2,4,0.0047993924596113685,80,19,82.0,59,83,69,79,77,69,33,58,80,81,76,77,60,84,68,80,75,1,1,0,1
33,64,64,0.0017730496453900709,1,2,0.0021855559038708623,64,21,0.0,57,62,68,57,62,63,65,60,64,61,66,68,54,68,62,58,54,0,0,0,1
30,84,84,0.16134751773049646,4,2,0.2807534207261344,84,21,0.0,65,85,65,81,77,62,59,52,82,83,83,76,74,85,74,75,83,3,1,0,1
22,68,80,0.0,1,3,0.0047993924596113685,70,19,0.0,63,68,60,65,68,67,60,53,64,66,72,74,70,67,64,62,64,0,0,0,1
37,74,74,0.01773049645390071,2,3,0.01583755359027229,74,23,0.0,56,80,68,66,71,66,60,48,73,68,75,54,68,77,60,72,76,2,1,0,1
20,69,83,0.005319148936170213,1,4,0.0255511353852539,70,21,0.0,54,61,69,50,76,55,24,59,70,64,64,73,62,62,68,50,62,1,1,0,1
20,59,65,0.0017730496453900709,1,2,0.001797012632071598,73,20,0.0,53,41,65,47,57,43,40,62,59,63,67,68,47,55,49,45,49,0,0,0,0
24,71,75,0.02127659574468085,1,3,0.02422655604957459,72,20,72.0,70,69,67,73,73,64,68,69,68,66,82,71,70,64,61,71,61,0,0,0,0
27,67,67,0.0017730496453900709,1,3,0.005682445350064242,69,21,0.0,69,38,69,50,72,63,45,63,72,55,67,79,46,55,54,56,59,1,0,0,1
37,64,64,0.0,1,2,0.0003532211561811495,58,19,0.0,36,32,42,28,28,32,41,41,50,66,42,30,37,33,41,40,56,2,1,0,0
18,55,72,0.0,1,2,0.0014349609469859197,67,20,0.0,35,60,49,51,61,52,39,46,53,55,56,54,48,53,54,57,50,0,0,0,1
27,66,67,0.012411347517730497,1,2,0.0047993924596113685,67,20,0.0,64,61,64,41,60,31,32,58,54,60,34,69,58,59,43,45,50,0,1,0,0
27,59,60,0.0035460992907801418,1,2,0.0013157488067747818,65,19,0.0,43,34,61,39,58,37,37,62,60,49,62,72,47,53,58,61,56,0,0,1,1
20,64,80,0.005319148936170213,1,2,0.012305342028460795,74,20,0.0,65,59,64,47,71,74,70,56,69,52,71,38,65,62,59,59,45,0,1,0,0
32,60,60,0.0017730496453900709,1,2,0.0013334098645838392,61,20,0.0,55,59,60,48,61,42,42,49,60,62,57,75,62,63,56,61,54,1,0,0,1
20,60,75,0.005319148936170213,1,3,0.0047993924596113685,70,21,0.0,57,54,60,54,63,58,58,57,64,57,58,48,59,52,58,59,59,0,0,1,1
19,50,66,0.0,1,2,0.0004945096186536092,64,21,0.0,43,31,61,30,49,35,34,55,50,47,45,45,30,26,48,43,38,0,1,0,1
28,73,73,0.03723404255319149,2,5,0.03129097917319758,75,21,72.0,70,63,70,72,80,81,72,70,74,70,68,69,70,67,74,72,68,5,0,0,1
24,68,73,0.024822695035460994,1,3,0.009214656911875736,77,22,0.0,67,60,66,55,72,81,72,62,69,61,70,64,62,62,64,64,60,2,0,0,1
18,60,76,0.0017730496453900709,1,2,0.004357866014384932,74,19,0.0,56,56,70,53,66,61,53,69,61,57,67,43,49,57,57,54,65,0,0,0,1
22,55,63,0.0,1,2,0.000671120196744184,70,21,0.0,56,31,56,24,57,40,41,35,45,51,27,64,29,39,33,30,41,0,1,0,1
20,72,84,0.01950354609929078,1,3,0.04012150807772632,79,23,74.0,51,46,70,33,69,52,42,65,70,72,49,86,44,65,66,51,74,0,1,0,1
28,74,75,0.03546099290780142,1,2,0.04365371963953781,75,22,0.0,52,60,73,58,71,64,37,70,71,68,67,75,60,65,63,66,67,0,0,0,1
25,74,78,0.030141843971631204,1,3,0.05866561877723666,70,19,0.0,32,77,66,66,72,55,40,64,72,67,75,71,69,75,57,68,68,1,1,0,1
20,57,73,0.0,1,3,0.001845580541046506,62,19,0.0,48,57,51,54,63,68,57,45,54,65,55,50,40,52,51,57,61,0,0,0,1
29,81,81,0.11347517730496454,2,3,0.16286585985067575,84,22,0.0,78,77,79,75,84,76,62,80,83,80,77,80,73,80,78,74,70,0,1,0,1
25,69,75,0.0,1,1,0.010980762692781485,73,23,0.0,13,10,20,10,11,13,15,27,16,70,23,32,10,10,57,12,57,0,0,0,1
24,54,61,0.0017730496453900709,1,2,0.0009801887084026897,66,22,0.0,28,53,38,45,51,39,31,27,46,45,56,53,55,50,41,57,45,0,1,0,1
36,63,63,0.0,1,1,0.00024283954487454027,63,19,0.0,17,11,33,11,11,15,14,32,24,55,20,38,16,13,18,27,54,2,0,1,1
26,80,84,0.06560283687943262,2,2,0.0047993924596113685,86,19,79.0,56,37,68,54,58,38,26,62,64,73,68,72,13,45,54,46,73,2,1,0,1
36,67,67,0.0,1,1,0.0005386622631762529,67,19,0.0,33,18,42,12,29,12,21,38,23,70,19,28,15,15,19,45,63,2,1,0,1
27,60,61,0.0017730496453900709,1,2,0.002300352779629736,63,23,0.0,40,53,55,53,59,43,44,53,58,60,52,64,53,63,68,40,55,0,0,0,1
24,65,69,0.0,1,3,0.0047993924596113685,68,20,0.0,69,48,70,62,69,82,72,68,72,57,69,40,68,53,69,51,61,3,1,0,1
29,72,72,0.010638297872340425,1,2,0.017603659371178037,68,19,0.0,40,47,60,40,55,40,42,53,55,71,65,75,47,43,44,60,60,1,1,0,1
20,60,72,0.0017730496453900709,1,3,0.0047993924596113685,68,19,0.0,47,59,51,47,65,55,44,45,62,57,58,58,46,57,54,52,60,1,1,0,1
21,60,70,0.0,1,1,0.0020089453257802876,73,20,0.0,11,7,25,6,8,11,11,23,17,46,16,23,8,7,35,11,33,0,1,0,1
22,70,82,0.005319148936170213,1,3,0.027317241166159648,68,22,0.0,63,71,61,64,72,43,42,59,64,67,76,69,62,69,65,68,65,0,1,0,1
24,73,77,0.031914893617021274,1,3,0.0047993924596113685,73,19,76.0,68,41,68,46,68,70,54,62,68,74,70,76,58,52,60,54,72,1,1,0,1
18,59,76,0.0,1,2,0.002984718769730713,66,22,0.0,22,20,30,27,30,31,26,33,32,44,40,59,27,26,37,38,49,0,1,0,1
26,73,75,0.01773049645390071,1,3,0.03747234940636769,72,19,0.0,58,67,76,60,77,68,65,74,75,71,75,70,70,67,68,62,76,0,0,1,1
25,68,70,0.0017730496453900709,1,2,0.006565498240517116,67,21,0.0,32,70,64,55,61,60,33,36,65,67,59,70,56,69,69,55,68,1,0,0,1
22,67,77,0.005319148936170213,1,4,0.007890077576196426,64,21,0.0,58,65,61,57,72,60,62,54,69,67,66,76,56,59,68,67,64,1,0,0,0
37,66,66,0.008865248226950355,2,2,0.0006976117834577702,70,19,0.0,53,29,59,32,46,51,35,56,56,63,49,29,23,32,55,47,68,0,1,0,1
33,73,73,0.014184397163120567,2,3,0.012746868473687232,68,20,76.0,80,64,76,74,65,84,80,77,73,76,77,68,72,66,71,70,74,1,0,0,1
29,63,64,0.0017730496453900709,1,2,0.002560853382313334,62,21,0.0,22,21,46,18,25,21,35,40,46,54,39,61,25,22,36,20,52,1,1,0,1
24,65,72,0.008865248226950355,1,3,0.0047993924596113685,63,19,0.0,52,63,57,57,64,58,45,38,65,62,71,50,59,61,51,60,56,0,1,0,1
20,62,75,0.012411347517730497,1,3,0.006565498240517116,79,20,0.0,54,47,55,45,65,51,55,50,62,59,56,58,56,59,57,41,60,1,0,0,1
28,73,73,0.030141843971631204,1,2,0.027758767611386084,73,21,0.0,67,28,69,49,61,58,49,65,69,68,50,81,53,59,58,38,61,1,0,0,1
31,69,69,0.0070921985815602835,1,3,0.0047993924596113685,69,22,0.0,69,49,69,60,68,72,68,70,67,70,67,78,58,66,69,56,75,2,1,0,0
22,64,72,0.0035460992907801418,1,1,0.003916339569158495,70,20,0.0,10,8,24,6,6,10,10,22,17,59,23,19,7,4,27,13,30,0,1,0,0
25,64,69,0.0017730496453900709,1,2,0.003973738007037932,65,20,0.0,25,33,45,27,32,26,27,51,34,58,43,69,27,28,33,32,60,0,0,0,1
23,74,79,0.040780141843971635,2,3,0.05866561877723666,78,20,0.0,67,72,77,66,75,83,75,71,76,72,73,68,72,68,75,60,67,3,1,0,1
26,67,70,0.008865248226950355,1,3,0.0047993924596113685,68,19,0.0,41,67,62,64,64,52,35,55,66,62,71,65,70,62,55,65,67,0,1,0,1
32,63,63,0.0,1,1,0.0012892572200611956,66,20,0.0,15,14,35,13,15,14,15,32,23,62,23,21,14,14,40,23,51,2,1,0,0
23,65,69,0.0017730496453900709,1,2,0.0047993924596113685,66,19,0.0,31,67,57,52,62,38,34,32,58,59,72,60,62,60,50,51,54,0,1,0,1
32,63,63,0.0,1,1,0.0011038161130660922,64,21,0.0,11,5,26,5,9,11,12,25,15,66,15,20,8,7,51,17,38,0,1,0,1
26,67,71,0.015957446808510637,1,3,0.007007024685743553,74,21,0.0,67,44,61,41,63,64,61,57,63,64,45,75,45,56,61,52,59,2,0,0,0
23,75,81,0.031914893617021274,1,3,0.09133857572399298,77,23,0.0,63,65,76,50,73,63,66,75,74,74,71,87,69,69,80,69,80,4,0,0,1
25,78,83,0.08333333333333333,2,4,0.10988268642350334,81,22,0.0,66,80,78,80,84,68,65,62,82,79,82,68,79,78,74,73,67,2,0,0,1
20,60,70,0.0,1,3,0.0047993924596113685,80,19,0.0,44,52,65,35,68,42,41,61,67,60,62,54,40,32,64,54,62,0,1,0,1
33,63,63,0.0,1,3,0.0015453425582925289,66,21,0.0,61,66,62,48,63,55,59,60,64,59,60,62,62,55,61,59,50,0,1,0,1
25,65,71,0.0017730496453900709,1,1,0.004115026469510391,70,20,0.0,13,18,29,14,21,13,13,22,16,63,25,28,14,13,31,25,45,0,0,0,1
33,69,69,0.0035460992907801418,1,1,0.0032540499013188396,66,20,0.0,16,15,30,14,14,15,15,34,22,74,24,38,15,12,48,20,48,3,0,1,0
24,56,64,0.0,1,1,0.000803578130312115,62,22,0.0,11,11,21,11,19,11,12,16,21,51,20,32,13,12,30,21,42,0,1,0,1
32,66,66,0.0017730496453900709,1,2,0.0022871069862729428,64,20,0.0,21,23,61,20,33,19,18,63,43,56,42,51,23,24,36,27,60,3,1,0,1
32,76,76,0.044326241134751775,1,4,0.06043172455814241,77,19,0.0,69,74,78,55,78,69,59,73,77,81,65,61,75,72,77,61,71,3,0,0,1
22,68,78,0.0017730496453900709,1,3,0.0047993924596113685,73,19,0.0,60,50,71,43,70,60,58,70,71,65,63,73,55,63,69,48,61,1,1,0,1
22,56,66,0.005319148936170213,1,2,0.0047993924596113685,60,19,0.0,28,32,53,27,48,25,23,44,44,53,33,65,22,38,44,37,44,0,0,0,0
24,61,66,0.0,1,2,0.0019603774168053794,70,23,0.0,30,20,53,31,36,22,29,44,43,55,42,74,30,25,25,39,46,0,0,0,1
21,62,74,0.010638297872340425,1,3,0.005240918904837805,79,20,0.0,60,57,58,56,69,53,59,52,66,51,62,54,46,54,54,58,60,0,1,0,1
20,66,83,0.0035460992907801418,1,3,0.015396027145045852,70,21,0.0,31,69,49,44,63,42,33,27,67,58,69,61,51,62,45,67,54,0,1,0,1
26,75,80,0.03900709219858156,1,2,0.06882072701744471,73,22,0.0,40,29,67,28,47,37,34,70,57,73,67,82,49,29,31,32,69,3,1,0,1
23,75,81,0.040780141843971635,1,2,0.0047993924596113685,75,19,0.0,60,45,65,35,59,31,27,60,63,73,70,67,38,45,38,48,60,0,1,0,1
28,70,71,0.0070921985815602835,1,2,0.011422289138007921,69,23,0.0,45,46,70,37,62,39,36,59,62,70,68,83,69,50,64,44,56,1,1,0,1
22,61,73,0.0,1,1,0.002340090159700115,66,23,0.0,18,19,28,17,14,15,12,17,17,57,20,18,19,14,24,24,48,0,1,0,1
23,65,76,0.0035460992907801418,1,2,0.007007024685743553,65,19,0.0,51,32,63,21,60,29,30,58,54,54,26,57,28,35,47,39,46,0,1,0,0
29,62,62,0.0017730496453900709,1,2,0.0022606153995593566,64,19,0.0,49,32,69,41,59,40,37,65,66,67,65,79,42,50,52,45,69,0,1,0,1
